,date,volume,open,high,close,low
3467,2020-08-25 10:34:00,1598.63,1598.63,1597.78,1597.79,4066.0
3468,2020-08-25 10:35:00,1599.19,1600.0,1598.5,1598.58,14926.0
3469,2020-08-25 10:36:00,1599.845,1599.94,1599.845,1599.94,1274.0
3470,2020-08-25 10:37:00,1598.965,1600.01,1598.3,1599.56,4010.0
3471,2020-08-25 10:38:00,1600.3387,1600.34,1599.19,1599.19,3004.0
3472,2020-08-25 10:39:00,1600.54,1600.75,1600.0,1600.165,3226.0
3473,2020-08-25 10:40:00,1600.18,1600.22,1599.55,1600.19,2660.0
3474,2020-08-25 10:41:00,1599.74,1599.92,1599.68,1599.8,1844.0
3475,2020-08-25 10:42:00,1599.15,1599.585,1599.0,1599.535,2958.0
3476,2020-08-25 10:43:00,1599.695,1600.17,1599.09,1599.9,2712.0
3477,2020-08-25 10:44:00,1597.695,1600.16,1597.46,1600.14,5315.0
3478,2020-08-25 10:45:00,1597.14,1597.5049,1597.14,1597.37,2323.0
3479,2020-08-25 10:46:00,1597.0,1597.42,1595.5371,1596.79,3784.0
3480,2020-08-25 10:47:00,1595.92,1598.6075,1595.63,1597.9152,3627.0
3481,2020-08-25 10:48:00,1595.42,1596.885,1595.42,1595.54,750.0
3482,2020-08-25 10:49:00,1593.6,1595.74,1593.6,1594.64,1658.0
3483,2020-08-25 10:50:00,1596.8536,1596.8536,1593.78,1593.84,3554.0
3484,2020-08-25 10:51:00,1595.28,1595.28,1595.28,1595.28,737.0
3485,2020-08-25 10:52:00,1596.57,1596.57,1596.08,1596.53,1106.0
3486,2020-08-25 10:53:00,1598.1,1598.1,1597.72,1597.72,1586.0
3487,2020-08-25 10:54:00,1598.2441,1598.2441,1597.23,1597.55,1099.0
3488,2020-08-25 10:55:00,1599.735,1599.745,1597.6532,1597.6532,3086.0
3489,2020-08-25 10:56:00,1598.0564,1598.0564,1597.41,1597.41,2008.0
3490,2020-08-25 10:57:00,1598.09,1598.86,1598.09,1598.7,1256.0
3491,2020-08-25 10:58:00,1598.05,1598.05,1597.495,1597.495,1657.0
3492,2020-08-25 10:59:00,1598.475,1598.475,1598.475,1598.475,739.0
3493,2020-08-25 11:00:00,1600.32,1600.32,1598.98,1598.98,2547.0
3494,2020-08-25 11:01:00,1601.55,1601.55,1599.9,1600.25,2950.0
3495,2020-08-25 11:02:00,1602.0,1602.0,1601.0,1601.51,2627.0
3496,2020-08-25 11:03:00,1603.13,1603.13,1602.3,1602.3,2256.0
3497,2020-08-25 11:04:00,1601.01,1603.33,1601.01,1602.83,2721.0
3498,2020-08-25 11:05:00,1600.87,1601.115,1600.87,1601.115,1115.0
3499,2020-08-25 11:06:00,1599.33,1601.8,1598.77,1600.85,2405.0
3500,2020-08-25 11:07:00,1601.29,1601.77,1598.94,1598.94,1004.0
3501,2020-08-25 11:08:00,1600.505,1600.85,1600.505,1600.85,459.0
3502,2020-08-25 11:09:00,1599.2,1600.005,1598.38,1600.005,3893.0
3503,2020-08-25 11:10:00,1599.38,1599.86,1599.35,1599.86,2474.0
3504,2020-08-25 11:11:00,1599.97,1600.38,1599.41,1599.41,6715.0
3505,2020-08-25 11:12:00,1601.695,1601.695,1599.62,1600.6,3972.0
3506,2020-08-25 11:13:00,1603.0,1603.0,1601.34,1601.34,1864.0
3507,2020-08-25 11:14:00,1605.45,1605.45,1603.1133,1603.86,5980.0
3508,2020-08-25 11:15:00,1605.08,1605.11,1603.84,1604.78,7360.0
3509,2020-08-25 11:16:00,1605.575,1606.85,1605.35,1606.25,7602.0
3510,2020-08-25 11:17:00,1607.075,1607.15,1605.09,1605.09,5015.0
3511,2020-08-25 11:18:00,1607.5325,1608.0,1606.68,1607.04,5929.0
3512,2020-08-25 11:19:00,1608.41,1608.59,1607.0,1607.695,4882.0
3513,2020-08-25 11:20:00,1607.56,1608.88,1606.46,1608.2675,5961.0
3514,2020-08-25 11:21:00,1606.03,1608.45,1606.03,1608.45,4557.0
3515,2020-08-25 11:22:00,1607.255,1607.43,1606.48,1606.48,2280.0
3516,2020-08-25 11:23:00,1605.5,1606.92,1605.5,1606.92,2529.0
3517,2020-08-25 11:24:00,1607.0025,1607.2,1607.0,1607.2,1732.0
3518,2020-08-25 11:25:00,1607.89,1607.89,1607.11,1607.11,3986.0
3519,2020-08-25 11:26:00,1607.6702,1607.99,1606.93,1607.06,4562.0
3520,2020-08-25 11:27:00,1605.8818,1607.59,1605.8818,1607.59,3543.0
3521,2020-08-25 11:28:00,1605.51,1607.06,1605.51,1607.06,5495.0
3522,2020-08-25 11:29:00,1605.53,1607.08,1605.53,1606.8,4458.0
3523,2020-08-25 11:30:00,1605.72,1606.62,1605.5,1606.25,3607.0
3524,2020-08-25 11:31:00,1604.0,1606.36,1603.23,1606.2,6243.0
3525,2020-08-25 11:32:00,1603.08,1604.1238,1601.17,1603.2701,7572.0
3526,2020-08-25 11:33:00,1602.33,1603.9512,1601.4273,1603.08,5345.0
3527,2020-08-25 11:34:00,1604.0,1604.0,1602.57,1602.57,2253.0
3528,2020-08-25 11:35:00,1605.0,1605.285,1603.74,1603.74,3489.0
3529,2020-08-25 11:36:00,1604.71,1604.71,1602.09,1604.015,4082.0
3530,2020-08-25 11:37:00,1605.38,1606.2,1603.425,1604.87,8539.0
3531,2020-08-25 11:38:00,1606.01,1606.2,1604.84,1604.95,11108.0
3532,2020-08-25 11:39:00,1606.2085,1606.21,1605.45,1606.19,6949.0
3533,2020-08-25 11:40:00,1605.68,1606.21,1605.0825,1606.21,2576.0
3534,2020-08-25 11:41:00,1604.03,1604.56,1604.03,1604.56,1198.0
3535,2020-08-25 11:42:00,1604.94,1605.5,1604.5,1605.5,2032.0
3536,2020-08-25 11:43:00,1603.14,1604.445,1602.81,1604.445,2491.0
3537,2020-08-25 11:44:00,1602.2399,1602.76,1601.67,1602.76,1821.0
3538,2020-08-25 11:45:00,1601.095,1602.16,1600.225,1601.49,9577.0
3539,2020-08-25 11:46:00,1600.81,1600.99,1599.635,1600.0001,6596.0
3540,2020-08-25 11:47:00,1602.08,1602.34,1601.152,1601.73,1913.0
3541,2020-08-25 11:48:00,1601.065,1603.2468,1600.2095,1603.2294,4133.0
3542,2020-08-25 11:49:00,1603.345,1603.4235,1601.0988,1601.0988,2906.0
3543,2020-08-25 11:50:00,1603.24,1603.64,1602.88,1603.3806,2299.0
3544,2020-08-25 11:51:00,1603.96,1604.93,1603.96,1604.04,2860.0
3545,2020-08-25 11:52:00,1603.0,1603.97,1602.7201,1602.7201,4173.0
3546,2020-08-25 11:53:00,1602.53,1603.8,1602.4,1602.92,2708.0
3547,2020-08-25 11:55:00,1602.22,1602.36,1601.12,1601.67,3857.0
3548,2020-08-25 11:56:00,1603.685,1603.685,1603.685,1603.685,1267.0
3549,2020-08-25 11:57:00,1602.397,1604.05,1602.397,1604.05,1024.0
3550,2020-08-25 11:58:00,1604.79,1604.79,1604.79,1604.79,1538.0
3551,2020-08-25 11:59:00,1605.03,1605.03,1604.98,1604.98,699.0
3552,2020-08-25 12:00:00,1604.8526,1605.285,1604.79,1605.285,649.0
3553,2020-08-25 12:01:00,1605.872,1605.872,1605.0,1605.0,3313.0
3554,2020-08-25 12:02:00,1605.05,1605.05,1604.845,1604.845,1222.0
3555,2020-08-25 12:03:00,1604.2354,1605.02,1604.1448,1605.02,1692.0
3556,2020-08-25 12:04:00,1604.3973,1605.26,1604.1,1604.35,3842.0
3557,2020-08-25 12:05:00,1604.3,1604.38,1603.89,1604.28,1342.0
3558,2020-08-25 12:06:00,1603.525,1604.3,1603.525,1604.3,2818.0
3559,2020-08-25 12:07:00,1603.94,1604.4247,1603.46,1603.46,1127.0
3560,2020-08-25 12:08:00,1603.52,1603.52,1602.965,1603.09,776.0
3561,2020-08-25 12:09:00,1603.74,1603.96,1602.93,1602.93,1146.0
3562,2020-08-25 12:10:00,1603.28,1603.87,1602.92,1603.87,2695.0
3563,2020-08-25 12:11:00,1603.07,1603.49,1603.07,1603.07,1197.0
3564,2020-08-25 12:12:00,1602.285,1603.01,1601.92,1603.01,2677.0
3565,2020-08-25 12:13:00,1601.255,1602.8254,1601.0,1602.285,2025.0
3566,2020-08-25 12:14:00,1599.46,1601.0029,1598.6682,1600.6,2817.0
3567,2020-08-25 12:15:00,1597.73,1599.585,1596.8901,1599.27,5593.0
3568,2020-08-25 12:16:00,1599.02,1599.02,1596.39,1597.295,4302.0
3569,2020-08-25 12:17:00,1598.81,1598.885,1597.98,1598.45,2278.0
3570,2020-08-25 12:18:00,1598.63,1599.83,1598.63,1598.67,3463.0
3571,2020-08-25 12:19:00,1598.285,1598.585,1598.285,1598.585,794.0
3572,2020-08-25 12:20:00,1599.04,1599.04,1598.255,1598.255,1083.0
3573,2020-08-25 12:21:00,1599.89,1599.97,1598.755,1598.815,2294.0
3574,2020-08-25 12:22:00,1601.9786,1602.3083,1601.09,1601.09,1673.0
3575,2020-08-25 12:23:00,1600.963,1601.88,1600.963,1601.29,1456.0
3576,2020-08-25 12:24:00,1601.4,1601.4,1601.395,1601.395,1040.0
3577,2020-08-25 12:25:00,1601.12,1601.67,1601.12,1601.67,579.0
3578,2020-08-25 12:26:00,1601.7,1602.13,1601.225,1601.42,2394.0
3579,2020-08-25 12:27:00,1601.9339,1602.02,1601.3724,1601.93,1607.0
3580,2020-08-25 12:28:00,1601.8468,1602.34,1601.6227,1602.23,1706.0
3581,2020-08-25 12:29:00,1602.76,1603.0,1601.53,1601.594,1486.0
3582,2020-08-25 12:30:00,1602.28,1602.78,1602.28,1602.78,2009.0
3583,2020-08-25 12:31:00,1601.89,1602.0,1601.89,1602.0,985.0
3584,2020-08-25 12:32:00,1601.72,1602.31,1601.49,1601.89,2906.0
3585,2020-08-25 12:33:00,1601.35,1602.315,1601.35,1602.315,1670.0
3586,2020-08-25 12:34:00,1600.72,1601.88,1600.72,1601.88,849.0
3587,2020-08-25 12:35:00,1601.955,1601.995,1601.86,1601.9,1488.0
3588,2020-08-25 12:37:00,1601.44,1601.86,1601.44,1601.585,1430.0
3589,2020-08-25 12:38:00,1601.97,1601.99,1601.385,1601.705,1439.0
3590,2020-08-25 12:39:00,1602.25,1602.25,1601.66,1601.92,1712.0
3591,2020-08-25 12:40:00,1601.375,1601.835,1601.1555,1601.7297,2077.0
3592,2020-08-25 12:41:00,1602.23,1602.23,1601.655,1602.01,1286.0
3593,2020-08-25 12:42:00,1602.13,1602.13,1601.9934,1602.035,922.0
3594,2020-08-25 12:43:00,1602.12,1602.12,1601.7,1601.925,1785.0
3595,2020-08-25 12:44:00,1599.63,1601.11,1599.388,1600.975,3569.0
3596,2020-08-25 12:45:00,1599.24,1599.48,1598.73,1599.37,2980.0
3597,2020-08-25 12:46:00,1599.62,1600.35,1599.0,1599.92,3231.0
3598,2020-08-25 12:47:00,1599.564,1599.64,1598.86,1599.33,6042.0
3599,2020-08-25 12:48:00,1599.61,1599.61,1599.45,1599.5137,1332.0
3600,2020-08-25 12:49:00,1599.15,1599.49,1599.0391,1599.42,3606.0
3601,2020-08-25 12:50:00,1598.3,1598.955,1598.3,1598.84,1694.0
3602,2020-08-25 12:51:00,1597.4,1598.2608,1597.4,1598.01,1656.0
3603,2020-08-25 12:52:00,1597.4,1597.86,1597.19,1597.3757,4310.0
3604,2020-08-25 12:53:00,1597.8429,1598.415,1597.8429,1598.24,1177.0
3605,2020-08-25 12:54:00,1598.42,1598.86,1598.41,1598.86,1566.0
3606,2020-08-25 12:55:00,1598.56,1598.68,1598.1,1598.68,849.0
3607,2020-08-25 12:56:00,1597.87,1598.3,1597.71,1598.3,878.0
3608,2020-08-25 12:57:00,1598.5,1598.78,1598.11,1598.36,2734.0
3609,2020-08-25 12:58:00,1598.5,1598.5,1597.8868,1598.095,701.0
3610,2020-08-25 13:00:00,1599.5296,1599.5296,1598.55,1598.55,930.0
3611,2020-08-25 13:01:00,1597.29,1597.98,1597.29,1597.98,965.0
3612,2020-08-25 13:02:00,1598.02,1598.02,1597.7,1597.7,874.0
3613,2020-08-25 13:03:00,1599.7612,1599.7612,1598.99,1598.99,1186.0
3614,2020-08-25 13:04:00,1598.5975,1599.4,1598.5975,1599.4,375.0
3615,2020-08-25 13:05:00,1598.9,1599.05,1598.575,1599.05,2351.0
3616,2020-08-25 13:06:00,1598.0,1598.01,1598.0,1598.01,757.0
3617,2020-08-25 13:07:00,1597.0,1597.5,1597.0,1597.5,1432.0
3618,2020-08-25 13:08:00,1597.13,1597.13,1597.13,1597.13,303.0
3619,2020-08-25 13:09:00,1598.145,1598.73,1597.16,1597.18,2646.0
3620,2020-08-25 13:10:00,1598.6,1598.6,1598.35,1598.35,775.0
3621,2020-08-25 13:11:00,1599.369,1599.369,1599.369,1599.369,270.0
3622,2020-08-25 13:12:00,1599.13,1599.13,1598.72,1598.81,583.0
3623,2020-08-25 13:13:00,1600.135,1600.3,1599.92,1599.92,2618.0
3624,2020-08-25 13:14:00,1600.22,1600.3,1599.5167,1599.9905,1213.0
3625,2020-08-25 13:15:00,1597.79,1600.04,1597.79,1600.04,2103.0
3626,2020-08-25 13:16:00,1597.54,1598.17,1597.3601,1598.08,1704.0
3627,2020-08-25 13:17:00,1597.59,1598.0,1597.59,1598.0,613.0
3628,2020-08-25 13:18:00,1597.435,1597.64,1597.435,1597.64,901.0
3629,2020-08-25 13:19:00,1597.72,1597.72,1597.72,1597.72,665.0
3630,2020-08-25 13:20:00,1597.66,1598.3269,1597.66,1598.005,1134.0
3631,2020-08-25 13:21:00,1598.14,1598.14,1598.14,1598.14,1243.0
3632,2020-08-25 13:22:00,1598.15,1598.15,1597.94,1597.94,1091.0
3633,2020-08-25 13:23:00,1597.98,1598.01,1597.54,1597.54,1007.0
3634,2020-08-25 13:24:00,1598.41,1598.41,1597.97,1597.97,823.0
3635,2020-08-25 13:25:00,1597.715,1598.12,1597.715,1598.12,630.0
3636,2020-08-25 13:26:00,1599.35,1599.35,1599.31,1599.32,1278.0
3637,2020-08-25 13:27:00,1598.94,1598.94,1598.94,1598.94,322.0
3638,2020-08-25 13:28:00,1600.0,1600.0,1599.78,1599.78,1285.0
3639,2020-08-25 13:29:00,1600.16,1600.16,1599.45,1599.54,942.0
3640,2020-08-25 13:30:00,1600.17,1600.17,1599.6,1599.6,854.0
3641,2020-08-25 13:31:00,1600.0525,1600.64,1599.795,1600.36,2322.0
3642,2020-08-25 13:32:00,1599.615,1600.4745,1599.615,1600.4745,1168.0
3643,2020-08-25 13:33:00,1598.325,1599.23,1598.26,1599.23,938.0
3644,2020-08-25 13:34:00,1598.44,1598.52,1597.99,1598.09,2125.0
3645,2020-08-25 13:35:00,1599.0991,1599.0991,1598.69,1598.69,1221.0
3646,2020-08-25 13:36:00,1599.0,1599.0,1599.0,1599.0,753.0
3647,2020-08-25 13:38:00,1599.56,1599.58,1599.53,1599.58,775.0
3648,2020-08-25 13:39:00,1598.73,1598.74,1598.73,1598.74,1274.0
3649,2020-08-25 13:40:00,1598.5,1598.5,1597.99,1597.99,906.0
3650,2020-08-25 13:41:00,1598.31,1598.31,1598.31,1598.31,1061.0
3651,2020-08-25 13:42:00,1598.13,1598.21,1597.77,1598.1663,2173.0
3652,2020-08-25 13:43:00,1598.6588,1599.05,1597.89,1597.89,2050.0
3653,2020-08-25 13:44:00,1599.49,1599.69,1598.77,1599.06,1999.0
3654,2020-08-25 13:45:00,1599.25,1599.65,1599.25,1599.65,2004.0
3655,2020-08-25 13:46:00,1599.28,1599.92,1598.31,1599.11,2582.0
3656,2020-08-25 13:47:00,1599.88,1599.88,1599.0,1599.67,1956.0
3657,2020-08-25 13:48:00,1600.22,1600.22,1600.17,1600.17,818.0
3658,2020-08-25 13:49:00,1599.62,1600.7,1599.62,1599.67,1439.0
3659,2020-08-25 13:50:00,1600.03,1600.03,1599.5655,1599.7525,1550.0
3660,2020-08-25 13:51:00,1600.614,1600.935,1600.614,1600.89,1199.0
3661,2020-08-25 13:52:00,1600.0525,1600.47,1599.5964,1600.47,1429.0
3662,2020-08-25 13:53:00,1599.99,1600.54,1599.77,1600.35,3324.0
3663,2020-08-25 13:54:00,1600.18,1600.3275,1599.25,1600.0,4267.0
3664,2020-08-25 13:55:00,1600.98,1600.98,1600.105,1600.105,1247.0
3665,2020-08-25 13:56:00,1600.19,1601.0,1600.05,1600.96,1829.0
3666,2020-08-25 13:57:00,1600.195,1600.25,1599.86,1599.86,2526.0
3667,2020-08-25 13:58:00,1600.875,1600.98,1600.035,1600.09,2265.0
3668,2020-08-25 13:59:00,1600.73,1601.0,1600.49,1601.0,2619.0
3669,2020-08-25 14:00:00,1600.46,1600.46,1600.46,1600.46,1143.0
3670,2020-08-25 14:01:00,1600.655,1600.655,1600.6,1600.6,1132.0
3671,2020-08-25 14:02:00,1600.66,1600.66,1600.0,1600.44,3874.0
3672,2020-08-25 14:03:00,1601.11,1601.27,1600.57,1600.58,4961.0
3673,2020-08-25 14:04:00,1601.32,1601.62,1601.09,1601.416,3104.0
3674,2020-08-25 14:05:00,1602.64,1602.7,1601.4,1601.4,2186.0
3675,2020-08-25 14:06:00,1601.5301,1602.115,1601.5301,1602.115,1307.0
3676,2020-08-25 14:07:00,1601.72,1602.52,1601.72,1602.33,2540.0
3677,2020-08-25 14:09:00,1602.125,1602.125,1602.125,1602.125,292.0
3678,2020-08-25 14:11:00,1603.4,1603.43,1602.65,1602.65,2547.0
3679,2020-08-25 14:12:00,1603.4,1603.9999,1603.4,1603.9999,866.0
3680,2020-08-25 14:13:00,1603.84,1603.84,1603.84,1603.84,492.0
3681,2020-08-25 14:14:00,1604.64,1605.06,1604.235,1604.235,2769.0
3682,2020-08-25 14:15:00,1605.7399,1605.7399,1605.07,1605.07,974.0
3683,2020-08-25 14:16:00,1604.07,1605.5175,1602.05,1605.5175,7737.0
3684,2020-08-25 14:17:00,1602.895,1603.93,1602.67,1603.93,1559.0
3685,2020-08-25 14:18:00,1603.955,1603.955,1603.55,1603.64,1931.0
3686,2020-08-25 14:19:00,1605.0,1605.7,1603.845,1603.845,1895.0
3687,2020-08-25 14:20:00,1604.89,1604.89,1604.325,1604.325,1185.0
3688,2020-08-25 14:21:00,1605.02,1605.145,1604.3233,1604.84,1660.0
3689,2020-08-25 14:22:00,1604.82,1605.0039,1604.82,1605.0039,620.0
3690,2020-08-25 14:24:00,1605.43,1605.43,1604.97,1604.97,1139.0
3691,2020-08-25 14:25:00,1605.45,1605.45,1605.45,1605.45,447.0
3692,2020-08-25 14:26:00,1605.34,1605.93,1605.34,1605.39,2333.0
3693,2020-08-25 14:27:00,1605.3,1605.66,1605.28,1605.34,3586.0
3694,2020-08-25 14:28:00,1606.5688,1606.775,1605.51,1605.66,12872.0
3695,2020-08-25 14:29:00,1606.61,1607.26,1606.535,1606.535,5214.0
3696,2020-08-25 14:30:00,1607.6819,1607.6819,1606.68,1607.06,3403.0
3697,2020-08-25 14:31:00,1607.53,1607.53,1607.26,1607.45,1749.0
3698,2020-08-25 14:32:00,1607.32,1607.665,1607.32,1607.63,2501.0
3699,2020-08-25 14:33:00,1608.0,1608.0,1607.97,1608.0,3942.0
3700,2020-08-25 14:34:00,1605.81,1607.84,1605.3817,1607.84,3696.0
3701,2020-08-25 14:35:00,1605.92,1606.2675,1605.21,1605.21,2130.0
3702,2020-08-25 14:36:00,1606.4,1606.5925,1605.8,1605.8,1048.0
3703,2020-08-25 14:37:00,1606.05,1606.59,1606.01,1606.59,1184.0
3704,2020-08-25 14:38:00,1605.735,1606.16,1605.57,1605.57,1531.0
3705,2020-08-25 14:39:00,1604.87,1605.735,1604.87,1605.735,5638.0
3706,2020-08-25 14:41:00,1606.25,1606.25,1606.25,1606.25,707.0
3707,2020-08-25 14:42:00,1606.9,1606.94,1605.72,1605.72,3021.0
3708,2020-08-25 14:43:00,1606.9315,1607.28,1606.23,1607.205,3381.0
3709,2020-08-25 14:44:00,1606.9,1606.9,1606.44,1606.553,1195.0
3710,2020-08-25 14:45:00,1606.23,1607.2299,1605.07,1606.48,1629.0
3711,2020-08-25 14:46:00,1605.64,1606.0947,1605.64,1606.0947,366.0
3712,2020-08-25 14:47:00,1606.18,1606.18,1606.18,1606.18,276.0
3713,2020-08-25 14:48:00,1606.2,1606.435,1606.01,1606.435,1693.0
3714,2020-08-25 14:49:00,1605.1601,1605.98,1605.1601,1605.575,851.0
3715,2020-08-25 14:50:00,1605.4692,1605.89,1605.4,1605.889,1599.0
3716,2020-08-25 14:51:00,1606.2,1606.2,1605.87,1605.87,2440.0
3717,2020-08-25 14:52:00,1607.01,1607.01,1607.01,1607.01,22542.0
3718,2020-08-25 14:53:00,1606.59,1606.98,1606.57,1606.98,1507.0
3719,2020-08-25 14:54:00,1606.705,1607.01,1606.48,1606.89,5812.0
3720,2020-08-25 14:55:00,1606.7325,1606.7325,1606.7325,1606.7325,560.0
3721,2020-08-25 14:56:00,1606.33,1606.595,1606.01,1606.2,3393.0
3722,2020-08-25 14:57:00,1605.45,1606.465,1605.45,1606.465,1895.0
3723,2020-08-25 14:58:00,1605.68,1606.27,1605.68,1606.2,3044.0
3724,2020-08-25 14:59:00,1606.5,1606.64,1605.535,1605.535,2959.0
3725,2020-08-25 15:00:00,1606.605,1606.605,1606.605,1606.605,830.0
3726,2020-08-25 15:01:00,1606.225,1607.06,1606.225,1606.57,5660.0
3727,2020-08-25 15:02:00,1606.36,1606.58,1605.97,1606.3,2083.0
3728,2020-08-25 15:03:00,1605.875,1605.875,1605.4918,1605.4918,1008.0
3729,2020-08-25 15:04:00,1606.13,1606.4479,1606.13,1606.4479,597.0
3730,2020-08-25 15:05:00,1605.36,1605.9425,1605.36,1605.9425,2010.0
3731,2020-08-25 15:06:00,1605.06,1605.54,1604.6,1605.29,2457.0
3732,2020-08-25 15:07:00,1605.54,1605.54,1605.06,1605.06,822.0
